sentence,label
"But if the Fed and other central banks and treasuries can this time grasp the principle , the dollar 's summer rally could be an important rendezvous for the world 's monetary system .",0
Susan W. Peters 's Aug. 26 letter to the editor concerning the qualifications of business-school professors misses an important point .,1
They will eat crow for what they have been saying .,1
"A virus is a computer program , often hidden in apparently normal computer software , that instructs the computer to change or destroy information at a given time or after a certain sequence of commands .",0
"Indeed , the unrelieved pursuit of sales growth for its own sake , far from creating value , often destroys it .",0
"It is the growth of the Hidden Economy -- these millions of small , private businesses -- that cushions the shock of a crashing Dow , that absorbs the workers cut loose by big firms when they restructure and that created most of those 17 million jobs .",0
"And so long as one-third of the black population is mired in poverty , blacks will not hear of dismantling programs that enabled so many within their ranks to escape poverty in the first place .",0
"`` I do n't want to see you around the neighborhood , or I 'm going to kick your ass , '' Jesus Feliciano , a Guardian Angel accompanying a Thread group , shouts at a short , wiry and bearded crack smoker sitting on a dingy stoop .",1
"Digging into the affairs of a hypothetical Jones Corp . , for example , Murphy accountants and investigators in many cases will examine each and every document .",0
"`` If Roger had purposely set out to destroy all morale in what was once the most confident and secure company going , he could n't have done a better job , '' Mr. Lee quotes an unnamed GM executive .",1
"Another regular , bundled in a brown cape , his feet wrapped in cloth , was seen touching all the bread in the basket `` hoping no one else will eat it , '' says Mrs. Howell .",1
"First , there will be `` the last warning , '' a Hiroshima-size nuclear shot , or bigger , to vaporize part of the advancing armor .",0
This was one of the lesser-known reasons why President Zia abruptly dismissed the whole cabinet and dissolved the national assembly on May 29 .,1
"The agreement , to be announced today , marks the first time an industry using chlorofluorocarbons , or CFCs , has voluntarily decided to phase out the chemicals because they can destroy the Earth 's protective ozone layer .",0
"But if the Fed and other central banks and treasuries can this time grasp the principle , the dollar 's summer rally could be an important rendezvous for the world 's monetary system .",0
No bank would lend him money .,0
"Last week , the company said it was ready to enter bankruptcy court to avoid complying with the federal order to pump holding company assets into its troubled banks .",1
"Mrs. Bush , who disdains what she calls fake public displays of affection by the Dukakises , also will play an important role in her husband 's campaign .",1
Dr. Grosssbard added that the apparent equality in pumping power obscured the fact that more streptokinase patients had died in the first three weeks .,0
"The usually buoyant muscle man drags his way through the picture , though director Walter Hill probably should share the guilt for Arnold 's apparent lethargy .",1
"For the first three months of 1988 , the airline said it flew 2.95 billion revenue passenger miles , up 15.2 % from the 2.56 billion miles a year earlier .",0
They are irate about new capital-adequacy requirements that force securities firms to pump at least 20 % more capital into reserves .,1
"If someone wants to eat fruits , nuts and organically grown vegetables from the back yard every day , fine .",0
"The World Wildlife Fund is trying to attack the problem at its source , by working with developing countries to control the poaching and set up wildlife management programs .",0
"Air Midwest said it flew 12.7 million revenue passenger miles in February , a 5.3 % decrease from 13.4 million a year earlier .",0
"The Suez group has said it will dissolve the Belgian company 's current 23-member board and create a two-tier management , with a chief executive running day-to-day operations and a management committee that defines strategy .",1
"By the time Mr. Torres got his ether , agents had planted electronic beepers inside the barrels .",1
"But even though the leaders of the Communist Party have accepted much of Solidarity 's platform , they are dragging their feet .",1
"His brother Woody , who 's worth $ 100 million , is a grotesque 250-pound alcoholic moron who spends his time watching Arnold Schwarzenegger movies , eating peanuts , and floating stark naked on a rubber raft in his indoor swimming pool listening to favorites 
from `` My Fair Lady . '' -LRB- He also has raped and assaulted a showgirl. -RRB-/-RR",0
The doctor who removed the IUD destroyed Ms. Murdock-Vaughn 's files in 1979 as part of a routine office cleaning .,0
"David L. Paul , CenTrust 's chairman and chief executive officer , said it has been talking with Florida Federal `` for three or four weeks '' but came to loggerheads over the ground rules for CenTrust to examine Florida Federal 's books .",0
He predicted the opinion `` will open up a can of worms because now any trade organization can attack any trademark claimed by someone else in the industry . '',1
Mr. Gorbachev has complained that children play soccer with loaves of bread because they 're so cheap .,1
"Second , if politicians think that the Fed is targeting economic growth , they will blame the Fed if the economy slows .",1
"At the time , his feeling was that `` even with the tax changes knocking out a lot of IRA money . .. the industry is expected to thrive and become more competitive over the next few years . ''",0
"Mr. Hopfield , known mainly for his work on neural networks , believes that electronically controllable polymers may lend themselves to the complicated wiring of neural networks .",0
"Adm. Hayward 's case , which has escaped public notice since it started in 1985 , is n't part of the current nationwide investigation of Pentagon corruption and bid-rigging .",1
"In the Persian Gulf , Iran twice attacked a Norwegian tanker .",0
"Johnson was then moved in other conversational directions , but the conclusion of his thought was clear: It 's tough to move fast when you 're dragging a tree .",1
"In `` Elephant , '' the suffocating burden of adult responsibility gives way to a moment 's memory of childhood joy when a boy could ride carefree on his father 's shoulders .",0
With Iowa and New Hampshire behind them -- and victories for Rep. Richard Gephardt and Gov. Michael Dukakis -- the Democratic candidates now stumble South locked in a struggle that more and more experts and party leaders believe will go the distance .,1
Most historians of the Tulipmania were so intent on demonstrating the follies of speculative markets and thereby providing a case for controlling market activities that they neglected to examine the market fundamentals of bulb pricing .,0
"Investors , analysts and members of the local banking community generally view Mr. Hillas as an able manager with a solid knowledge of the capital markets , a keen eye for evaluating banking companies and their businesses , and a knack for helping fix ailing firms .",1
Settlement of the dispute will smooth out a troublesome source of friction in U.S.-Canadian trade .,0
"After a few years of relative calm , Burger King is about to start a new advertising campaign that attacks the way McDonald 's cooks .",0
"As the U.S . , the world 's largest grain producer , has fewer crops to export , other nations will fill the gap .",1
"In the years since 1853 , when 4 , 058 steamboats arrived at the Cincinnati waterfront loaded with `` foreign '' people and exotic merchandise , Cincinnati residents have absorbed chili and pizza and wontons and dirty rice while adjusting to electric music and jet lag .",1
"`` The new irrigation tunnel has allowed us to plant 6 , 000 willow trees and 600 apple trees and to earn money for the education of our children , '' she says , tears welling in her eyes .",0
The IDA also will lend $ 17.6 million to the Yemen Arab Republic for agricultural projects .,0
Authors are starting to grasp this simple fact .,1
Locusts fill the eerie silence of old battlegrounds ; peasants give live locusts to their babies as toys .,1
"He says it was the Koreans who grabbed the knife , wielded the fabric softener like a club , and , what 's more , beat up Ms. Clark 's 67-year-old mother , Ivy King , who was standing nearby , for no good reason except that she is black .",0
"The documents , filed with the National Highway Traffic Safety Administration , also indicated that a GM technical committee examining the complaints at one point recommended to GM management that the cars be recalled -- but subsequently reversed itself .",0
They said the agency 's enforcement division examined suspicious trading with total potential profit of more than $ 1 million in the May 1986 takeover of Sperry by Burroughs .,0
Russians eat awful sausage by the ton .,0
"Roger Ailes , the man who will guide George Bush 's heavy media campaign , is pumping up his anger like a lineman preparing to crush the opposing quarterback .",1
"The agreement also helps avoid bickering between Texaco and its independent-minded unit , which pledged to lend its vital aid in the sale .",1
It said it expects to absorb `` the vast majority '' of those jobs in its private health-care business .,0
"Now it falls to William H. Spoor , the 65-year-old former chairman , to fix things .",1
"Iranian gunboats attacked an Indian tanker in the Persian Gulf , setting the vessel ablaze and wounding at least one crew member , gulf-based shipping executives reported .",0
Another factor that should smooth the process is simply the diminishing importance of the national contract .,1
"James Gatward , Television South 's chief executive , said his friendship with MTM chief executive officer , Arthur Price , helped smooth the way for a linkup with the small British company rather than a larger European partner .",1
"In a joint venture with a Japanese company this fall , Nucor Corp. of Charlotte will start melting steel in a new 500-worker I-beam mill at Blytheville , Ark . , on the Mississippi .",0
`` I think glasnost is bad when they attack Stalin . '',0
"Gary Floyd , owner of Johnson 's Corner , says he pumped one million fewer gallons of diesel fuel in 1987 than a year earlier .",0
Countless marginal players -- individuals who plowed their money into foreign mutual funds and new institutional entrants seeking a quick killing overseas -- have disappeared .,0
"James D. Harper Jr . , a big Chicago investor and former real estate lending chief at Continental Illinois Corp . , said he lent hundreds of millions of dollars to Mr. Zell over the years , it was always repaid , and that Mr. Zell nearly always made out well .",0
"Here Mr. Brown plays barkeep mentor to Mr. Cruise , the wise old hand who teaches the pup how to succeed at the high-stakes game of pouring brew .",0
The discovery has led air-safety investigators to examine a possible link between the Continental craft and two aircraft accidents that involved fuselage cracking .,1
"The rate on Federal funds , or reserves banks lend one another overnight , could climb above 8 % by tomorrow from just under 7 3 4 % , he said .",0
"A spokesman for the Georgia operations of Lockheed , where the last of 50 C-5Bs is scheduled to roll off the line early next year , said Lockheed has continued talking with a number of U.S. and foreign aircraft concerns about work for its huge plant here .",0
"At the same time , the quest for distinction increasingly includes details -- some of which may escape the average driver .",1
"Union Carbide announced after the market closed May 18 , a Wednesday , that it was cutting its quarterly dividend by 46 % and that it would offer 15 million new common shares as a means of reducing the company 's heavy debt load and of pumping more cash into the operation .",0
"It was a white New Year in Moscow , but by the time Christmas rolled around last week , unusually high temperatures , in the 30s and 40s day and night , had melted the snow away , leaving streets and sidewalks coated with mud and puddles .",0
CO-OPS CONVERTING to condominiums can escape a tax on assets .,0
"Edward J. DeBartolo , a Youngstown , Ohio , shopping store operator , has agreed to lend Campeau 's U.S. holding company $ 400 million for the Federated bid .",0
"So far , the central bank has missed almost every government monetary target for the first half by a wide margin .",0
"But Mr. Dole has so far spent much of his campaign attacking Vice President Bush for , among other things , having the effrontery to attack Congress .",0
"Afterward , Enrique `` Quique '' Galarza , Cojunto 's lively , goateed , 40-ish lead singer , explained that he and his colleagues recently dissolved a pre-existing group and started Cojunto , so they do n't have any home turf dates either .",1
"Earlier in the month , the rate on reserves that banks lend each other overnight was averaging around 7 3 8 % .",0
"In the years since 1853 , when 4 , 058 steamboats arrived at the Cincinnati waterfront loaded with `` foreign '' people and exotic merchandise , Cincinnati residents have absorbed chili and pizza and wontons and dirty rice while adjusting to electric music and jet lag .",1
"In a statement , Mr. Kennedy announced that the raise would `` fix '' the promise of a living wage made 50 years ago when the minimum wage was created -- a promise he says was broken by the Reagan administration .",1
"Mr. DeBartolo lent Campeau $ 480 million to help finance its Federated takeover , and much of Campeau 's U.S. real estate assets are pledged as security for the loan .",0
A group of containerized-waste customers charged that Waste Management Inc. and Browning-Ferris Industries Inc. conspired on a nationwide basis to fix prices for container-refuse service .,0
"After a recent Barron 's magazine article about the fund 's woes , Kenneth Edlund , a Delmar , N.Y . , investor , groused in a letter to the publication 's editor that for five years he `` watched in disbelief as , during the great secular bull market , David Baker destroyed my young son 's $ 17 , 000 college nest egg . ''",1
It really is a shame the famous old astrologer and Reagan friend Carroll Righter died last week and missed all this .,0
"In late June , for example , a group that included Teddy Roosevelt 's great-great-granddaughter stood down some bulldozers trying to plow a road through a moor near the island village of Siasconset .",0
"He can be oblivious to how calculated he sometimes appears , yet he can also touch people , as when , at the close of the Louisville rally Saturday , he brought forward Georgia Powers , a black Kentucky state senator .",1
"If so , human cells may also make similar proteins -- potentially confusing immune cells that target foreign stress proteins and inducing them to attack a person 's own cells .",1
"Delta Air Lines said it flew 3.94 billion revenue passenger miles in December , a 26.7 % increase from the 3.11 billion miles it flew in December 1986 .",0
"He also refused both domestic and U.S. calls to step aside for a compromise plebiscite candidate , who might have benefited from Chile 's economic boom while escaping the stigma of the Pinochet regime 's appalling humanrights record .",0
Both the government and private industry have stepped up efforts to recruit back to Korea scientists who were trained and then stayed abroad .,1
"Heinz is targeting such countries as Germany , France and Portugal for growth in anticipation of the European Community 's plan to eliminate trade barriers within the 12-nation trading bloc by the end of 1992 , the spokesman added .",1
Israeli warplanes struck a Palestinian base in Lebanon .,0
The study also showed that different organisms ' stress proteins are chemically similar-raising the possibility that vaccines made with the proteins might prime immune cells to target many disease-causing organisms .,1
The FAA found that Northwest was requiring international flight crews to fly a domestic leg as well before going off duty .,0
"The campaign was able to buy television time in the week before the election only because Mr. Ward personally lent it $ 20 , 000 .",0
To expect banks to absorb a cost without a commensurate charge defies logic .,0
"Under the new agreements , LivingWell will lend T.H.E. about $ 1.2 million on a secured basis , cancel prior T.H.E. indebtedness to a LivingWell unit , and return about two million T.H.E. common shares .",0
"It was then that a 747 crash killed 520 people , the worst single-aircraft accident in aviation history .",0
Grand Metropolitan PLC 's sharply higher offer for Martell & Cie. represents an attempt to knock Seagram Co. out of the bidding war for the French cognac maker .,1
"They are so consumed by their own power , by a Mussolini-like ego , that their willingness to run over normal human beings and to destroy honest institutions is unending . ''",0
There is suspicion in U.S. industry and government that the latest effort is a political exercise to cool American complaints about subsidies and avert a trade war .,1
"That 's pretty much it , plotwise , except for coming up with the various modes of transportation the bounty hunter cop has to use to drag the con man accountant across country .",0
"If that sounds like obstinacy , perhaps it 's time once more to examine carefully the forces that have kept the Arab-Israeli conflict boiling so long .",0
Agency officials said that it could be weeks before Mr. Meese can announce his choice to fill the deputy attorney general 's spot and that the work of the department 's top budgetary group -- previously headed by the deputy -- has come to a near standstill .,0
"Like soap operas , the spots try to grab the viewer with heavy doses of drama and emotion .",1
There is n't any indication that it could destroy the AIDS virus itself .,0
But it 's another thing to simply pour money into a fiscal black hole .,1
"Edward A. Brennan , chairman and chief executive officer , repeated to analysts something he said he recently told his managers about Sears 's businesses: `` If it is n't achieving its expected return on capital , their mandate is to fix it in a timely fashion , or exit the position and redeploy assets . ''",0
"At least three shotgun blasts struck Hans Tietmeyer 's chauffeur-driven limousine yesterday morning , police said , as he traveled from his suburban Bonn home .",0
"But although negotiations have stalled , an agreement that would kill Shoreham while keeping Lilco whole is still likely , these persons said .",1
They are irate about new capital-adequacy requirements that force securities firms to pump at least 20 % more capital into reserves .,1
It had been long assumed that the agency would n't act until late on a Friday afternoon in order to give market participants a weekend to absorb the news .,0
"By taking full control of AEG , Daimler can step up implementation of its strategy of integrating AEG 's electronics business into its automotive and technology lines and reducing AEG 's former emphasis in consumer appliances .",1
"In the third `` mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen .",0
"At his sentencing , Mr. Marchese and his court-appointed lawyer , John J. Byrnes , complained that Mr. Marchese played a small role in the larger tax-shelter conspiracy orchestrated by Mr. Galanis .",1
"Quiet pressure from top businessmen combined with British and German threats of more sanctions to convince Pretoria to soften legislation that would cut off overseas funding of opposition groups , 
and to indefinitely postpone the hanging of the Sharpeville Six , a group of blacks sentenced to die for the mob killing of a black town councillor .",0
"Luby 's Cafeterias Inc . , San Antonio , Texas , is targeting the Midwest after recently inching out of its Deep South stronghold into Arizona .",1
"Soybean seed sales skidded last spring in South Carolina , and dealers were forced to destroy tens of thousands of bags .",0
"The main problem , though , is that 80 % of all retirement housing now on the market targets the wealthy -- yet that group makes up just 20 % of all elderly people , says Gordon M. Johnson , a Los Angeles retirement-housing specialist with Laventhol & Horwath , a Philadelphia-based accounting firm that studies real estate .",1
"Field stone , generally rounder , is hard to come by because much is already in old stone walls , and few farmers are plowing new fields .",0
The leak and pump problems developed Friday soon after technicians began pouring more than half a million gallons of liquid hydrogen and liquid oxygen propellant into the spaceship 's external fuel tank on Launch Pad 39B .,0
"After years of being out of work and on welfare , many of the unemployed now lack the ability or initiative to fill openings .",1
"In Beirut , the pro-Iranian group Jihad threatened to kill its American and French captives if any attempt was made to storm the jetliner .",1
Connecticut 's state pension plan has lent $ 475 million since 1981 for in-state mortgages .,0
Public reaction to this melodrama nearly destroyed the administration and solidified the belief that no moderates existed in Iran .,1
Sparrows used to have a rep for selectively attacking yellow crocuses such as `` E.A .,0
"`` Suddenly with Monday , they not only had to do an enormous amount of selling , they had an enormous holdover , and the front-runners just ate them alive , '' said Mr. Kirby .",1
"Now , in a suit filed in State Supreme Court in Manhattan , Claiborne alleges that Avon failed to keep an agreement to continue filling orders for the former venture , which had 1987 sales of about $ 27 million .",0
"Last March , Judge Alex Kozinski of the appeals court in San Francisco struck down a San Francisco plan earmarking 30 % of city contracts for minority-owned businesses and 10 % for firms owned by women .",0
Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come `` alive in the morning . '',0
-- Futures dealers on the floors of the various exchanges `` absorbed some selling pressure '' but they were n't `` able to counterbalance the public selling pressure . '',0
"But the overwhelming mass of Soviet people eat dinner at home , after wasting millions of hours in line buying dreadful food , barely seeing a green vegetable in a state grocery all winter -LRB- although the citrus situation is vastly improved from what it once was -RRB- .",0
"None of this seems to have damped the spirits of the hall 's backers , who plan to kick off a new fund-raising drive this fall .",1
"Changes in Florida Federal 's rate on its Liquidity Plus money market account are linked to a seven-day average for the federal funds rate , which is the rate on reserves that banks lend one another overnight .",0
"The federal judge , while backing the pill last week , has left open the possibility he might strike it down at a later date under different conditions .",0
"A heavy snowstorm struck the South , snarling travel and closing schools as a record cold wave continued in the Midwest and East .",0
"We lend him a stately and beautiful home and permit him to live on its topmost floor , attended by servants .",0
"The rate on Federal funds , or reserves banks lend one another overnight , could climb above 8 % by tomorrow from just under 7 3 4 % , he said .",0
"He is now economic adviser to Said bin Ahmed Al-Shanfari , the oil minister of Oman -- a role for which he was handpicked by Mr. Deuss , who flew him to Oman to introduce him to Mr. Al-Shanfari .",0
"But if the Fed and other central banks and treasuries can this time grasp the principle , the dollar 's summer rally could be an important rendezvous for the world 's monetary system .",0
"The Federal Home Loan Bank Board , as expected , adopted a resolution intended to reassure Wall Street firms that have lent about $ 12.6 billion to the thrift unit of troubled Financial Corp. of America .",0
"Western diplomats and other observers say the Northrop situation could be a test case of how far the government of South Korea 's newly elected President Roh Tae Woo will go in investigating questionable matters that touch his old friend and political patron , former President Chun .",1
"Air Midwest said it flew 12.7 million revenue passenger miles in February , a 5.3 % decrease from 13.4 million a year earlier .",0
This was not the first occasion when Sandinistas have pursued Contras across an ill-defined frontier and sought to destroy the Contra bases .,0
"`` Tell Dave we 're sorry , '' he says , `` but we 're drinking Bud . ''",0
But some institutional shareholders said they wanted to examine Griffin 's $ 35-a-share offer .,0
"In fact , the biggest problem facing a Jimmy Snyder or Gary Hart today is n't the loss of job or candidacy but the likelihood that he will have to drag his offense forever , like a tin bell , all across the land .",1
"The Japanese government is still reeling from U.S. accusations last summer that MITI dragged its feet in investigating the shipment by the Toshiba unit , Toshiba Machine Co . , of sophisticated milling machines to a Soviet shipyard in 1983 and 1984 .",1
So the same Congress that runs a budget deficit so that foreigners have to lend us money wants to make it more difficult for foreigners to lend us money .,0
Government investigators said they are stepping up efforts to gain the cooperation of numerous figures in the Pentagon bribery-and-fraud scandal and hope to obtain the assistance of dozens of key witnesses within two months .,1
"To keep from wresting top executives from the driver 's seat , Runzheimer says , more companies are trying to fill fleets with less expensive models .",1
The idea of having one child has struck a deeper root and less people are punished for violating the birth control plan . . . .,1
"According to Mr. Bellrose , the decline is due to a two-fisted villain that has struck the ducks where they 're the most vulnerable -- on the prairies of the Dakotas and southern Canada .",1
The move struck some analysts as an interim one because of Mr. Thomas 's age and background .,1
"That is , they taught me how to get up in the morning when I wanted to sleep another few hours .",1
ERG Resources Inc. said Australia 's Giant Resources Ltd. agreed to lend the company 43 million Canadian dollars -LRB- US $ 35.5 million -RRB- and provide security for a C $ 60 million gold loan planned by ERG .,0
"Indeed , the U.S. maintains that the bases pump many millions of dollars into the Philippine economy , over and above whatever compensation and aid the U.S. gives to Manila .",1
"What seems to escape him is that the central value of the free market is that it is inextricably intertwined with human freedom , both spiritually and materially .",0
"French and European Community officials met to discuss the French government 's plan to pump 12 billion francs -LRB- $ 1.89 billion -RRB- into state-owned auto maker Regie Nationale des Usines Renault , and said the proposal will require further study .",1
"The Atlanta-based company lent Ironton Iron $ 500 , 000 and has an option to buy it .",0
"While Abideen reminisces , Abegi 's son smooths the sand to make a table and serves the simple , traditional meal that is all their hard life affords: a flat cake of mixed grains and a drink made of crumbled goat cheese , crushed dates and water .",0
"The more today 's candidates compare themselves to the little gamecock who scattered S.O.B.s like shrapnel and threatened to kick a journalist in his most tender parts , the more controlled most of them have become .",1
"`` In the long run , that does more for a car 's image than if you drag your feet and wait . ''",1
But the Baylor Research Foundation in Dallas soon will unveil a technique for using this versatile laser to vaporize tumors without hurting the surrounding healthy cells .,0
"Nevertheless , petroleum markets remain stubbornly soft despite recurring signals of a possible turnaround , including major gains in petroleum demand and supply interruptions , such as last week 's explosion that destroyed the Piper Alpha platform in the North Sea .",0
The discovery has led air-safety investigators to examine a possible link between the Continental craft and two aircraft accidents that involved fuselage cracking .,1
"Mr. Vann 's life is a stunning story , its surface brilliance concealing sexual compulsions that filled his private life with lies .",1
"`` Things are really rapidly falling into place , '' said a Navy official who previously had complained that the Pentagon brass was dragging its feet on the project .",1
"Remics are absorbing the bulk of newly issued mortgage securities as institutional buyers , such as thrifts and insurance companies , prefer the more tailored investment features of structured mortgage securities to the greater payment uncertainties of ordinary pass-throughs issued by Ginnie Mae , Freddie Mac and Fannie Mae .",1
"Because a commitment to hold open the 74.4 miles of supply road to Khost from Gardez would require even more Soviet casualties and force , the optimists surmise that the Soviets are attacking Khost to get out of Afghanistan .",0
"Beyond that , conditions on board were so vile that `` the sailor was at greater risk eating his meals aboard than fighting . ''",0
"Meanwhile , Congress is turning up the pressure on the FAA to fix O ' Hare 's problems .",1
It also promises to touch off a contest to succeed Mr. Sarni among the three group vice presidents .,1
"At state dinners , the president pours wine for his guests , but in adherence to Islam never touches a drop himself .",0
"Mr. Grauer added , `` The commission totally missed the point .",0
But last year a team of investors pumped about $ 3 million in new equity into the company and restructured some of its debt .,1
The new Clore-backed directors viewed their counterparts as stodgy pillars of the San Francisco establishment who failed to grasp KaiserTech 's financial quandary .,1
Previously reported experiments show that the drugs quickly dissolve the blood clot that initially blocked one of the heart 's vital coronary arteries causing the heart attack .,0
"By 9 a.m . , the cadets are off to class , batlike figures in dark , flowing rain capes , black briefcases clutched with precision in their left hands .",1
"Both animals went into the book at $ 3.40-to- $ 1 , but about $ 5 , 000 more of the first-place mutuel pool rode Private Terms 's nose to an inglorious ninth .",1
"Out of 2 , 500 patented Soviet technologies available , Lic-Con has targeted 10 for the U.S. market initially , including a ceramic spray-coating process ; a non-explosive powder for excavating rock ; and a water-resistant concrete binding agent .",0
Part of the drop was attributed to the lessening severity of Hurricane Gilbert and expectations it would miss major U.S. oil facilities .,0
"The indictment also charges that Mr. Frankel , 32 , and Mr. Yagoda , 44 , committed perjury and obstruction of justice when they testified before the SEC in 1986 , and that Mr. Frankel further attempted to obstruct the SEC 's investigation when he directed a co-conspirator at Drexel to destroy certain documents .",0
ERG Resources Inc. said Australia 's Giant Resources Ltd. agreed to lend the company 43 million Canadian dollars -LRB- US $ 35.5 million -RRB- and provide security for a C $ 60 million gold loan planned by ERG .,0
"Although foreign exchange traders had been awaiting Mr. Greenspan 's testimony in the hope it would lend the currency market some long-sought direction , most said his statements had a neutral impact .",0
"`` This issue touches all Californians -- it 's the biggest economic prop around -- and he 's got to deal with it , '' says Mervin Field , the non-partisan California pollster .",1
Its black-stained concrete walls and blackened roof of rust make it look as if it were dragged off the back lot of a horror-film studio .,0
"Here , they can eat gourmet kosher food and swim at a beach that is partitioned with a curtain -- one side for men , the other for women .",1
ERG Resources Inc. said Australia 's Giant Resources Ltd. agreed to lend the company 43 million Canadian dollars -LRB- US $ 35.5 million -RRB- and provide security for a C $ 60 million gold loan planned by ERG .,0
So the same Congress that runs a budget deficit so that foreigners have to lend us money wants to make it more difficult for foreigners to lend us money .,0
"He says he lent $ 13 , 000 to Victor Cohen , a friend of Mr. Galvin 's and an Air Force assistant secretary whose phone was tapped by federal investigators .",0
Thus he notes that when Edward Baring became Baron Revelstoke in 1883 he knocked together two Mayfair mansions to make one urban palace in which he `` entertained in a style as lavish as the furnishing .,1
The Federal Reserve has shown its alarm over wage inflation by nudging interest rates higher in an attempt to cool economic growth .,1
"The revised terms stem from ITT 's review of Portland , Ore.-based American Network 's operations , including actual and expected losses , plus ITT 's plan to lend the company short-term financing .",0
Mr. Ennis said he believes Rockwood got into financial difficulty because its expansion efforts `` outstripped its ability to absorb those activities . '',1
"Normal cooling costs are defined as the expected costs to cool a residence in average August weather , which is based on temperature records for the past 30 years .",0
"Any bad news knocks stocks down , '' he said .",1
"Film clips 30 and 40 years old are used to contrast the `` horrors '' of conventional surgery , radiation and chemotherapy treatments with the ease of drinking a dose of Hoxsey 's tonic .",0
Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come `` alive in the morning . '',0
"Big technology stocks , hit hard by yesterday 's downturn on Wall Street , dragged down the main over-the-counter market indicators .",1
"The New York Stock Exchange composite index also touched a high since the crash but pulled back to close at 144.82 , up 0.28 but below its Oct. 21 level of 145.02 .",0
"Still , they did n't go quite as far as one Himalayan bear -- it ate the camera .",0
"While proposing such cuts to attack the current deficit , Mr. Jackson is vague on how the expensive new social programs he proposes would pay for themselves .",0
But I 'll tell you this: I have n't had a cold since I ate it .,0
"In addition to the requirement of a warrant , the court 's ruling also struck down the department 's drug-testing program on the ground that the tests themselves do n't reliably measure intoxication at a particular time before their administration .",0
Proceso has played a key role in making possible the once-unthinkable displays of disrespect that Mr. Salinas has faced .,1
It 's a step designed to get around potential subpoena limitations by enabling lawyers to examine Seattle witnesses from here .,0
"Federal prosecutors in Texas , California and Florida are particularly burdened with bank fraud investigations , many targeting savings and loans that failed after speculative lending binges .",1
"In Greece , an official said the terrorists who attacked the liner in the Aegean Sea may have been pro-Iranian Arabs trying to hijack it .",0
"The last Volkswagen made in North America has rolled off the assembly line , but it is n't for sale .",0
"But war-torn Nicaragua today is freer than under Mr. Ortega 's predecessors , the Somozas , who managed in their 43-year reign to escape both a U.S.-sponsored invasion and your denunciations .",0
There are truths of which we shall remain unaware forever because we do n't have the intelligence to grasp them .,1
"Now , in a suit filed in State Supreme Court in Manhattan , Claiborne alleges that Avon failed to keep an agreement to continue filling orders for the former venture , which had 1987 sales of about $ 27 million .",0
"Japan has long fended off accusations that Japanese companies use U.S. and European technologies without permission to grab a market lead , most recently in semiconductors .",0
Equity capital is the clearest picture of a bank 's net worth and its ability to absorb additional losses .,0
"He fails to properly grasp the nature of the frontier culture , and only superficially understands the dilemma of the native people .",1
"People with AIDS , however , should understand that the forces arrayed to kill any proposal to suspend Kefauver are formidable .",0
"`` They could probably buy the whole Tenneco refinery for what they 'd spend fixing up the other , '' said Thomas Manning , vice president of the consulting firm Purvin & Gertz Inc . , Houston .",1
The virus attacked Argonne National Laboratory outside Chicago starting at 11:54 p.m. EST Wednesday and throughout the night .,1
"They claim that colon cancer , which strikes more than 100 , 000 Americans a year , occurs only in people who inherit a particular gene from their parents that predisposes them to the cancer .",0
"Then he packed the fish cavity with plastic bags full of ice to maintain freshness . -LRB- After all , somebody would be eating his models when he was done with them. -RRB-/-RR",0
"Fisher-Price Toys , a division of Quaker Oats Co . , rolled out a $ 225 kids ' camcorder this Christmas , a pricey departure from its mainstay line of preschool toys .",1
The new method of temporarily fixing them involved installing an overlay of sheet metal with screws and liquid adhesives .,0
The marauding huns of the takeover game are besieging ever-larger corporate kingdoms .,1
"Mr. Campeau has promised to name a Federated team to lead the new Federated-Allied unit , which could smooth much of the anxiety .",1
The Corolla sedan escaped any price increase .,0
"The rebuff touched off a panic at British Caledonian , where a bidding war was considered crucial to getting the highest price .",1
"Soon she is not only bringing her wheelchair-bound master snacks , she 's knocking off people he dislikes -- and only too slowly .",1
"Today , the upper ranks of English society still drink Pimm 's , though in weather that is rather damper and at contests somewhat tamer: the Ascot horse races , the Wimbledon tennis tournament , the Henley rowing regatta .",0
"The pores permit carbon dioxide released by the respiring produce to escape the package , while allowing only small amounts of oxygen to enter . -LRB- Air is 21 % oxygen. -RRB-/-RR",0
They poured gasoline over the pile and set it on fire .,1
"For the first five months of the year , the NWA Inc. unit flew 14.9 billion revenue passenger miles , down 7.5 % from 16.1 billion miles a year earlier .",0
"Horace Furumoto , chairman and chief executive officer , said the company recently has completed its first phase as a public company , which included the development of lasers for removing birthmarks and for destroying kidney stones without surgery .",0
"The trick is that it is midnight , and the ban on eating , smoking , having sex and even drinking water applies only to the daylight hours .",1
"The study of 250 of the nation 's largest profit-making corporations found that only 16 escaped taxation last year , compared with 40 in 1986 and 39 in 1985 .",0
They induced shopper Aileen Schmieder to temporarily stop trying to get her family to drink more milk and juice .,0
"Most of the pressure on the currency came in overseas trading , where the dollar touched a six-year low against the pound .",0
